"option_left"	"option_right"	"pic_left"	"pic_right"	"reward_stim_1"	"reward_stim_2"	"comp_number"	"trial_type"	"free_choice"	"forced_left"	"forced_right"	"with_rating"	"rt_fix_durat"	"with_block_break"	"with_new_instr"	"task_version"	"block_n"	"is_rare"	"bad_forced"
2	3	"stimuli/s2.png"	"stimuli/s5.png"	52	63	1	"choice"	1	0	0	0	0	0	0	1	1	0	0
1	3	"stimuli/s6.png"	"stimuli/s5.png"	20	59	1	"choice"	1	0	0	0	0	0	0	1	1	0	0
3	2	"stimuli/s5.png"	"stimuli/s2.png"	69	48	2	"choice"	1	0	0	0	0	0	0	1	1	0	0
2	1	"stimuli/s2.png"	"stimuli/s6.png"	56	34	1	"forced"	0	1	0	0	0	0	0	1	1	0	0
2	3	"stimuli/s2.png"	"stimuli/s5.png"	52	61	3	"choice"	1	0	0	0	0	0	0	1	1	0	0
2	1	"stimuli/s2.png"	"stimuli/s6.png"	55	32	2	"choice"	1	0	0	0	0	0	0	1	1	0	0
2	3	"stimuli/s2.png"	"stimuli/s5.png"	46	73	4	"choice"	1	0	0	0	0	0	0	1	1	0	0
3	2	"stimuli/s5.png"	"stimuli/s2.png"	58	48	5	"choice"	1	0	0	0	0	0	0	1	1	0	0
1	2	"stimuli/s6.png"	"stimuli/s2.png"	30	53	3	"choice"	1	0	0	0	0	0	0	1	1	0	0
1	3	"stimuli/s6.png"	"stimuli/s5.png"	33	56	2	"choice"	1	0	0	0	0	0	0	1	1	0	0
3	1	"stimuli/s5.png"	"stimuli/s6.png"	57	29	3	"choice"	1	0	0	1	0.5	0	0	1	1	0	0
2	3	"stimuli/s2.png"	"stimuli/s5.png"	42	64	6	"choice"	1	0	0	0	0	0	0	1	1	0	0
3	2	"stimuli/s5.png"	"stimuli/s2.png"	51	18	7	"choice"	1	0	0	0	0	0	0	1	1	1	0
1	3	"stimuli/s6.png"	"stimuli/s5.png"	26	57	4	"choice"	1	0	0	0	0	0	0	1	1	0	0
2	1	"stimuli/s2.png"	"stimuli/s6.png"	52	37	4	"choice"	1	0	0	0	0	0	0	1	1	0	0
3	1	"stimuli/s5.png"	"stimuli/s6.png"	61	30	5	"forced"	0	1	0	0	0	0	0	1	1	0	0
2	3	"stimuli/s2.png"	"stimuli/s5.png"	13	57	8	"choice"	1	0	0	0	0	0	0	1	1	1	0
2	1	"stimuli/s2.png"	"stimuli/s6.png"	65	35	5	"choice"	1	0	0	0	0	0	0	1	1	0	0
2	3	"stimuli/s2.png"	"stimuli/s5.png"	54	65	9	"choice"	1	0	0	0	0	0	0	1	1	0	0
3	2	"stimuli/s5.png"	"stimuli/s2.png"	70	18	10	"choice"	1	0	0	0	0	0	0	1	1	1	0
1	2	"stimuli/s6.png"	"stimuli/s2.png"	19	44	6	"choice"	1	0	0	0	0	0	0	1	1	0	0
3	1	"stimuli/s5.png"	"stimuli/s6.png"	65	23	6	"choice"	1	0	0	0	0	0	0	1	1	0	0
3	2	"stimuli/s5.png"	"stimuli/s2.png"	67	39	11	"choice"	1	0	0	0	0	0	0	1	1	0	0
1	2	"stimuli/s6.png"	"stimuli/s2.png"	29	17	7	"choice"	1	0	0	0	0	0	0	1	1	1	0
2	3	"stimuli/s2.png"	"stimuli/s5.png"	53	55	12	"choice"	1	0	0	1	0.5	0	0	1	1	0	0
3	1	"stimuli/s5.png"	"stimuli/s6.png"	54	18	7	"forced"	0	1	0	0	0	0	0	1	1	0	0
2	3	"stimuli/s2.png"	"stimuli/s5.png"	19	75	13	"choice"	1	0	0	0	0	0	0	1	1	1	0
1	2	"stimuli/s6.png"	"stimuli/s2.png"	22	56	8	"choice"	1	0	0	0	0	0	0	1	1	0	0
1	3	"stimuli/s6.png"	"stimuli/s5.png"	24	62	8	"choice"	1	0	0	0	0	0	0	1	1	0	0
1	2	"stimuli/s6.png"	"stimuli/s2.png"	39	11	9	"choice"	1	0	0	0	0	0	0	1	1	1	0
1	2	"stimuli/s6.png"	"stimuli/s2.png"	30	60	10	"forced"	0	0	1	0	0	0	0	1	1	0	0
1	2	"stimuli/s6.png"	"stimuli/s2.png"	26	47	11	"choice"	1	0	0	0	0	0	0	1	1	0	0
3	1	"stimuli/s5.png"	"stimuli/s6.png"	62	23	9	"choice"	1	0	0	0	0	0	0	1	1	0	0
2	3	"stimuli/s2.png"	"stimuli/s5.png"	51	55	14	"forced"	0	0	1	0	0	0	0	1	1	0	1
3	1	"stimuli/s5.png"	"stimuli/s6.png"	61	24	10	"choice"	1	0	0	0	0	0	0	1	1	0	0
2	1	"stimuli/s2.png"	"stimuli/s6.png"	18	28	12	"choice"	1	0	0	0	0	0	0	1	1	1	0
3	1	"stimuli/s5.png"	"stimuli/s6.png"	67	25	11	"choice"	1	0	0	0	0	0	0	1	1	0	0
1	3	"stimuli/s6.png"	"stimuli/s5.png"	26	48	12	"choice"	1	0	0	0	0	0	0	1	1	0	0
2	3	"stimuli/s2.png"	"stimuli/s5.png"	54	55	15	"choice"	1	0	0	0	0	0	0	1	1	0	0
1	2	"stimuli/s6.png"	"stimuli/s2.png"	34	17	37	"choice"	1	0	0	0	0.5	0	0	1	1	1	0
1	3	"stimuli/s6.png"	"stimuli/s5.png"	29	63	13	"choice"	1	0	0	0	0	0	0	1	1	0	0
1	2	"stimuli/s6.png"	"stimuli/s2.png"	26	20	22	"forced"	0	0	1	1	0	0	0	1	1	1	0
1	3	"stimuli/s6.png"	"stimuli/s5.png"	24	59	15	"choice"	1	0	0	0	0	0	0	1	1	0	0
1	2	"stimuli/s6.png"	"stimuli/s2.png"	35	62	13	"choice"	1	0	0	0	0	0	0	1	1	0	0
2	1	"stimuli/s2.png"	"stimuli/s6.png"	51	20	14	"choice"	1	0	0	0	0	0	0	1	1	0	0
2	3	"stimuli/s2.png"	"stimuli/s5.png"	51	56	17	"forced"	0	1	0	0	0	0	0	1	1	0	0
3	1	"stimuli/s5.png"	"stimuli/s6.png"	65	35	16	"choice"	1	0	0	0	0	0	0	1	1	0	0
2	3	"stimuli/s2.png"	"stimuli/s5.png"	53	64	18	"choice"	1	0	0	0	0	0	0	1	1	0	0
2	3	"stimuli/s2.png"	"stimuli/s5.png"	54	64	19	"forced"	0	1	0	0	0	0	0	1	1	0	0
2	3	"stimuli/s2.png"	"stimuli/s5.png"	55	61	20	"choice"	1	0	0	0	0	0	0	1	1	0	0
2	3	"stimuli/s2.png"	"stimuli/s5.png"	49	60	21	"choice"	1	0	0	0	0	0	0	1	1	0	0
2	1	"stimuli/s2.png"	"stimuli/s6.png"	48	27	15	"choice"	1	0	0	0	0	0	0	1	1	0	0
2	1	"stimuli/s2.png"	"stimuli/s6.png"	49	21	16	"choice"	1	0	0	0	0	0	0	1	1	0	0
2	1	"stimuli/s2.png"	"stimuli/s6.png"	54	30	17	"choice"	1	0	0	0	0	0	0	1	1	0	0
1	2	"stimuli/s6.png"	"stimuli/s2.png"	33	47	18	"choice"	1	0	0	0	0	0	0	1	1	0	0
3	1	"stimuli/s5.png"	"stimuli/s6.png"	55	23	17	"forced"	0	0	1	1	0.5	0	0	1	1	0	0
3	2	"stimuli/s5.png"	"stimuli/s2.png"	63	44	22	"forced"	0	1	0	0	0	0	0	1	1	0	1
2	1	"stimuli/s2.png"	"stimuli/s6.png"	56	32	19	"choice"	1	0	0	0	0	0	0	1	1	0	0
1	2	"stimuli/s6.png"	"stimuli/s2.png"	35	58	20	"choice"	1	0	0	0	0	0	0	1	1	0	0
2	1	"stimuli/s2.png"	"stimuli/s6.png"	48	22	21	"choice"	1	0	0	0	0	0	0	1	1	0	0
3	1	"stimuli/s5.png"	"stimuli/s6.png"	60	29	18	"choice"	1	0	0	0	0	0	0	1	1	0	0
2	3	"stimuli/s2.png"	"stimuli/s5.png"	46	56	23	"choice"	1	0	0	0	0	0	0	1	1	0	0
1	3	"stimuli/s6.png"	"stimuli/s5.png"	23	69	14	"choice"	1	0	0	0	0.5	0	0	1	1	0	0
3	2	"stimuli/s5.png"	"stimuli/s2.png"	61	46	24	"choice"	1	0	0	0	0	0	0	1	1	0	0
3	2	"stimuli/s5.png"	"stimuli/s2.png"	69	57	25	"forced"	0	0	1	0	0	0	0	1	1	0	0
2	1	"stimuli/s2.png"	"stimuli/s6.png"	53	35	23	"choice"	1	0	0	0	0	0	0	1	1	0	0
2	3	"stimuli/s2.png"	"stimuli/s5.png"	49	72	26	"choice"	1	0	0	0	0	0	0	1	1	0	0
1	3	"stimuli/s6.png"	"stimuli/s5.png"	27	67	19	"choice"	1	0	0	0	0	0	0	1	1	0	0
2	1	"stimuli/s2.png"	"stimuli/s6.png"	20	29	24	"choice"	1	0	0	0	0	0	0	1	1	1	0
1	2	"stimuli/s6.png"	"stimuli/s2.png"	24	42	25	"choice"	1	0	0	1	0.5	0	0	1	1	0	0
1	2	"stimuli/s6.png"	"stimuli/s2.png"	27	53	26	"choice"	1	0	0	0	0	0	0	1	1	0	0
1	3	"stimuli/s6.png"	"stimuli/s5.png"	34	61	20	"forced"	0	1	0	0	0	0	0	1	1	0	0
1	3	"stimuli/s6.png"	"stimuli/s5.png"	31	68	21	"choice"	1	0	0	0	0	0	0	1	1	0	0
2	3	"stimuli/s2.png"	"stimuli/s5.png"	45	64	27	"choice"	1	0	0	0	0	0	0	1	1	0	0
3	2	"stimuli/s5.png"	"stimuli/s2.png"	60	52	28	"forced"	0	1	0	0	0	0	0	1	1	0	1
3	1	"stimuli/s5.png"	"stimuli/s6.png"	68	27	22	"choice"	1	0	0	0	0	0	0	1	1	0	0
1	3	"stimuli/s6.png"	"stimuli/s5.png"	33	70	23	"choice"	1	0	0	0	0	0	0	1	1	0	0
2	1	"stimuli/s2.png"	"stimuli/s6.png"	23	34	27	"choice"	1	0	0	0	0	0	0	1	1	1	0
3	1	"stimuli/s5.png"	"stimuli/s6.png"	50	28	24	"choice"	1	0	0	0	0	0	0	1	1	0	0
1	3	"stimuli/s6.png"	"stimuli/s5.png"	34	52	25	"choice"	1	0	0	0	0	0	0	1	1	0	0
1	2	"stimuli/s6.png"	"stimuli/s2.png"	20	14	28	"choice"	1	0	0	0	0	0	0	1	1	1	0
3	1	"stimuli/s5.png"	"stimuli/s6.png"	54	31	26	"choice"	1	0	0	0	0	0	0	1	1	0	0
1	2	"stimuli/s6.png"	"stimuli/s2.png"	36	41	29	"choice"	1	0	0	0	0	0	0	1	1	0	0
3	2	"stimuli/s5.png"	"stimuli/s2.png"	63	26	29	"choice"	1	0	0	0	0	0	0	1	1	1	0
3	2	"stimuli/s5.png"	"stimuli/s2.png"	68	52	30	"choice"	1	0	0	0	0	0	0	1	1	0	0
1	3	"stimuli/s6.png"	"stimuli/s5.png"	27	60	27	"forced"	0	0	1	1	0.5	0	0	1	1	0	0
3	2	"stimuli/s5.png"	"stimuli/s2.png"	66	51	31	"choice"	1	0	0	0	0	0	0	1	1	0	0
2	1	"stimuli/s2.png"	"stimuli/s6.png"	16	25	30	"choice"	1	0	0	0	0	0	0	1	1	1	0
2	3	"stimuli/s2.png"	"stimuli/s5.png"	15	69	32	"choice"	1	0	0	0	0	0	0	1	1	1	0
3	1	"stimuli/s5.png"	"stimuli/s6.png"	65	42	28	"choice"	1	0	0	0	0	0	0	1	1	0	0
2	1	"stimuli/s2.png"	"stimuli/s6.png"	50	24	31	"forced"	0	0	1	0	0	0	0	1	1	0	1
1	2	"stimuli/s6.png"	"stimuli/s2.png"	28	9	32	"choice"	1	0	0	0	0	0	0	1	1	1	0
1	2	"stimuli/s6.png"	"stimuli/s2.png"	29	60	33	"forced"	0	1	0	0	0	0	0	1	1	0	1
2	1	"stimuli/s2.png"	"stimuli/s6.png"	44	25	34	"forced"	0	1	0	0	0	0	0	1	1	0	0
2	1	"stimuli/s2.png"	"stimuli/s6.png"	48	19	35	"choice"	1	0	0	0	0	0	0	1	1	0	0
3	2	"stimuli/s5.png"	"stimuli/s2.png"	65	47	33	"choice"	1	0	0	0	0	0	0	1	1	0	0
1	3	"stimuli/s6.png"	"stimuli/s5.png"	24	59	29	"choice"	1	0	0	0	0	0	0	1	1	0	0
3	1	"stimuli/s5.png"	"stimuli/s6.png"	61	22	30	"choice"	1	0	0	0	0	0	0	1	1	0	0
2	1	"stimuli/s2.png"	"stimuli/s6.png"	19	23	36	"choice"	1	0	0	0	0	0	0	1	1	1	0
1	3	"stimuli/s6.png"	"stimuli/s5.png"	26	56	31	"forced"	0	0	1	0	0	0	0	1	1	0	0
3	1	"stimuli/s5.png"	"stimuli/s6.png"	56	28	32	"choice"	1	0	0	0	0	0	0	1	1	0	0
3	1	"stimuli/s5.png"	"stimuli/s6.png"	62	28	33	"choice"	1	0	0	0	0	0	0	1	1	0	0
1	3	"stimuli/s6.png"	"stimuli/s5.png"	33	49	34	"choice"	1	0	0	0	0	0	0	1	1	0	0
