"option_left"	"option_right"	"pic_left"	"pic_right"	"reward_stim_1"	"reward_stim_2"	"comp_number"	"trial_type"	"free_choice"	"forced_left"	"forced_right"	"with_rating"	"rt_fix_durat"	"with_block_break"	"with_new_instr"	"task_version"	"block_n"	"is_rare"	"bad_forced"
1	3	"stimuli/s1.png"	"stimuli/s6.png"	43	74	1	"choice"	1	0	0	0	0	0	0	2	3	0	0
1	2	"stimuli/s1.png"	"stimuli/s5.png"	55	67	1	"forced"	0	0	1	0	0	0	0	2	3	0	0
1	3	"stimuli/s1.png"	"stimuli/s6.png"	49	91	2	"choice"	1	0	0	0	0	0	0	2	3	0	0
1	2	"stimuli/s1.png"	"stimuli/s5.png"	45	75	2	"choice"	1	0	0	0	0	0	0	2	3	0	0
1	2	"stimuli/s1.png"	"stimuli/s5.png"	56	73	3	"choice"	1	0	0	0	0	0	0	2	3	0	0
3	1	"stimuli/s6.png"	"stimuli/s1.png"	78	52	3	"choice"	1	0	0	0	0	0	0	2	3	0	0
1	2	"stimuli/s1.png"	"stimuli/s5.png"	54	77	4	"forced"	0	1	0	0	0	0	0	2	3	0	1
3	1	"stimuli/s6.png"	"stimuli/s1.png"	86	37	4	"choice"	1	0	0	0	0	0	0	2	3	0	0
1	3	"stimuli/s1.png"	"stimuli/s6.png"	49	91	5	"choice"	1	0	0	0	0	0	0	2	3	0	0
2	1	"stimuli/s5.png"	"stimuli/s1.png"	78	41	5	"forced"	0	0	1	0	0	0	0	2	3	0	1
3	2	"stimuli/s6.png"	"stimuli/s5.png"	79	29	1	"forced"	0	0	1	0	0	0	0	2	3	1	0
1	2	"stimuli/s1.png"	"stimuli/s5.png"	42	70	6	"choice"	1	0	0	0	0	0	0	2	3	0	0
3	1	"stimuli/s6.png"	"stimuli/s1.png"	89	51	6	"choice"	1	0	0	1	0.5	0	0	2	3	0	0
1	2	"stimuli/s1.png"	"stimuli/s5.png"	46	43	7	"choice"	1	0	0	0	0	0	0	2	3	1	0
2	3	"stimuli/s5.png"	"stimuli/s6.png"	69	85	2	"choice"	1	0	0	0	0	0	0	2	3	0	0
1	3	"stimuli/s1.png"	"stimuli/s6.png"	47	83	7	"choice"	1	0	0	0	0	0	0	2	3	0	0
1	3	"stimuli/s1.png"	"stimuli/s6.png"	49	87	8	"forced"	0	1	0	0	0	0	0	2	3	0	0
1	3	"stimuli/s1.png"	"stimuli/s6.png"	48	70	9	"forced"	0	1	0	0	0	0	0	2	3	0	0
2	3	"stimuli/s5.png"	"stimuli/s6.png"	69	82	3	"choice"	1	0	0	0	0	0	0	2	3	0	0
1	2	"stimuli/s1.png"	"stimuli/s5.png"	51	31	8	"choice"	1	0	0	0	0	0	0	2	3	1	0
3	1	"stimuli/s6.png"	"stimuli/s1.png"	83	50	10	"choice"	1	0	0	0	0	0	0	2	3	0	0
2	3	"stimuli/s5.png"	"stimuli/s6.png"	77	84	4	"choice"	1	0	0	0	0	0	0	2	3	0	0
2	1	"stimuli/s5.png"	"stimuli/s1.png"	63	51	9	"choice"	1	0	0	0	0	0	0	2	3	0	0
2	3	"stimuli/s5.png"	"stimuli/s6.png"	75	78	5	"forced"	0	0	1	0	0	0	0	2	3	0	1
2	3	"stimuli/s5.png"	"stimuli/s6.png"	74	83	6	"forced"	0	1	0	0	0	0	0	2	3	0	0
3	2	"stimuli/s6.png"	"stimuli/s5.png"	81	69	7	"choice"	1	0	0	0	0	0	0	2	3	0	0
1	2	"stimuli/s1.png"	"stimuli/s5.png"	57	82	10	"choice"	1	0	0	0	0	0	0	2	3	0	0
2	1	"stimuli/s5.png"	"stimuli/s1.png"	67	49	11	"choice"	1	0	0	0	0	0	0	2	3	0	0
1	2	"stimuli/s1.png"	"stimuli/s5.png"	51	68	12	"forced"	0	1	0	0	0	0	0	2	3	0	1
2	1	"stimuli/s5.png"	"stimuli/s1.png"	42	46	13	"choice"	1	0	0	1	0.5	0	0	2	3	1	0
2	3	"stimuli/s5.png"	"stimuli/s6.png"	80	81	8	"choice"	1	0	0	0	0	0	0	2	3	0	0
3	2	"stimuli/s6.png"	"stimuli/s5.png"	84	61	9	"choice"	1	0	0	0	0	0	0	2	3	0	0
3	1	"stimuli/s6.png"	"stimuli/s1.png"	78	39	11	"forced"	0	0	1	0	0	0	0	2	3	0	0
1	2	"stimuli/s1.png"	"stimuli/s5.png"	40	30	14	"choice"	1	0	0	0	0	0	0	2	3	1	0
2	1	"stimuli/s5.png"	"stimuli/s1.png"	71	52	15	"choice"	1	0	0	0	0	0	0	2	3	0	0
3	2	"stimuli/s6.png"	"stimuli/s5.png"	71	73	10	"choice"	1	0	0	0	0	0	0	2	3	0	0
3	1	"stimuli/s6.png"	"stimuli/s1.png"	76	54	12	"choice"	1	0	0	0	0	0	0	2	3	0	0
3	2	"stimuli/s6.png"	"stimuli/s5.png"	77	34	11	"choice"	1	0	0	0	0	0	0	2	3	1	0
1	3	"stimuli/s1.png"	"stimuli/s6.png"	39	77	13	"choice"	1	0	0	0	0	0	0	2	3	0	0
1	3	"stimuli/s1.png"	"stimuli/s6.png"	54	87	14	"forced"	0	0	1	0	0	0	0	2	3	0	0
2	1	"stimuli/s5.png"	"stimuli/s1.png"	35	42	16	"choice"	1	0	0	0	0	0	0	2	3	1	0
2	1	"stimuli/s5.png"	"stimuli/s1.png"	39	50	24	"forced"	0	1	0	1	0	0	0	2	3	1	0
2	3	"stimuli/s5.png"	"stimuli/s6.png"	66	83	13	"choice"	1	0	0	0	0	0	0	2	3	0	0
1	3	"stimuli/s1.png"	"stimuli/s6.png"	48	80	15	"choice"	1	0	0	0	0	0	0	2	3	0	0
1	3	"stimuli/s1.png"	"stimuli/s6.png"	46	82	16	"choice"	1	0	0	0	0	0	0	2	3	0	0
1	2	"stimuli/s1.png"	"stimuli/s5.png"	48	45	17	"choice"	1	0	0	0	0	0	0	2	3	1	0
2	3	"stimuli/s5.png"	"stimuli/s6.png"	72	81	14	"choice"	1	0	0	0	0	0	0	2	3	0	0
1	2	"stimuli/s1.png"	"stimuli/s5.png"	61	66	18	"choice"	1	0	0	0	0	0	0	2	3	0	0
3	2	"stimuli/s6.png"	"stimuli/s5.png"	83	81	15	"choice"	1	0	0	0	0	0	0	2	3	0	0
3	1	"stimuli/s6.png"	"stimuli/s1.png"	80	51	17	"choice"	1	0	0	0	0	0	0	2	3	0	0
2	3	"stimuli/s5.png"	"stimuli/s6.png"	70	93	16	"forced"	0	1	0	0	0	0	0	2	3	0	0
2	3	"stimuli/s5.png"	"stimuli/s6.png"	63	85	17	"choice"	1	0	0	0	0	0	0	2	3	0	0
2	1	"stimuli/s5.png"	"stimuli/s1.png"	37	55	19	"choice"	1	0	0	0	0	0	0	2	3	1	0
3	1	"stimuli/s6.png"	"stimuli/s1.png"	75	41	18	"choice"	1	0	0	0	0	0	0	2	3	0	0
2	1	"stimuli/s5.png"	"stimuli/s1.png"	67	52	20	"choice"	1	0	0	0	0	0	0	2	3	0	0
2	3	"stimuli/s5.png"	"stimuli/s6.png"	69	85	18	"choice"	1	0	0	0	0	0	0	2	3	0	0
1	3	"stimuli/s1.png"	"stimuli/s6.png"	35	95	19	"choice"	1	0	0	0	0	0	0	2	3	0	0
1	2	"stimuli/s1.png"	"stimuli/s5.png"	57	83	21	"choice"	1	0	0	0	0	0	0	2	3	0	0
1	3	"stimuli/s1.png"	"stimuli/s6.png"	38	90	20	"choice"	1	0	0	1	0.5	0	0	2	3	0	0
1	2	"stimuli/s1.png"	"stimuli/s5.png"	51	67	22	"choice"	1	0	0	0	0	0	0	2	3	0	0
2	1	"stimuli/s5.png"	"stimuli/s1.png"	79	56	23	"choice"	1	0	0	0	0	0	0	2	3	0	0
1	3	"stimuli/s1.png"	"stimuli/s6.png"	60	77	21	"choice"	1	0	0	0	0	0	0	2	3	0	0
1	3	"stimuli/s1.png"	"stimuli/s6.png"	45	82	22	"choice"	1	0	0	0	0	0	0	2	3	0	0
3	2	"stimuli/s6.png"	"stimuli/s5.png"	79	34	12	"choice"	1	0	0	0	0.5	0	0	2	3	1	0
3	2	"stimuli/s6.png"	"stimuli/s5.png"	86	66	19	"choice"	1	0	0	0	0	0	0	2	3	0	0
1	2	"stimuli/s1.png"	"stimuli/s5.png"	44	64	25	"choice"	1	0	0	0	0	0	0	2	3	0	0
2	1	"stimuli/s5.png"	"stimuli/s1.png"	72	47	33	"choice"	1	0	0	0	0.5	0	0	2	3	0	0
1	2	"stimuli/s1.png"	"stimuli/s5.png"	58	74	27	"forced"	0	0	1	0	0	0	0	2	3	0	0
1	3	"stimuli/s1.png"	"stimuli/s6.png"	55	80	23	"forced"	0	0	1	0	0	0	0	2	3	0	0
1	2	"stimuli/s1.png"	"stimuli/s5.png"	47	69	28	"choice"	1	0	0	0	0	0	0	2	3	0	0
3	2	"stimuli/s6.png"	"stimuli/s5.png"	75	71	20	"forced"	0	1	0	0	0	0	0	2	3	0	1
2	3	"stimuli/s5.png"	"stimuli/s6.png"	44	79	21	"choice"	1	0	0	0	0	0	0	2	3	1	0
3	2	"stimuli/s6.png"	"stimuli/s5.png"	82	68	22	"choice"	1	0	0	1	0.5	0	0	2	3	0	0
