"option_left"	"option_right"	"pic_left"	"pic_right"	"reward_stim_1"	"reward_stim_2"	"comp_number"	"trial_type"	"free_choice"	"forced_left"	"forced_right"	"with_rating"	"rt_fix_durat"	"with_block_break"	"with_new_instr"	"task_version"	"block_n"	"is_rare"	"bad_forced"
1	3	"stimuli/s1.png"	"stimuli/s3.png"	48	76	1	"choice"	1	0	0	0	0	0	0	2	3	0	0
2	3	"stimuli/s2.png"	"stimuli/s3.png"	72	88	1	"choice"	1	0	0	0	0	0	0	2	3	0	0
3	2	"stimuli/s3.png"	"stimuli/s2.png"	86	67	2	"forced"	0	0	1	0	0	0	0	2	3	0	0
1	3	"stimuli/s1.png"	"stimuli/s3.png"	41	87	24	"choice"	1	0	0	0	0.5	0	0	2	3	0	0
2	3	"stimuli/s2.png"	"stimuli/s3.png"	35	80	3	"choice"	1	0	0	0	0	0	0	2	3	1	0
2	3	"stimuli/s2.png"	"stimuli/s3.png"	71	83	4	"choice"	1	0	0	0	0	0	0	2	3	0	0
1	2	"stimuli/s1.png"	"stimuli/s2.png"	50	29	2	"choice"	1	0	0	0	0	0	0	2	3	1	0
1	2	"stimuli/s1.png"	"stimuli/s2.png"	40	72	3	"choice"	1	0	0	0	0	0	0	2	3	0	0
2	1	"stimuli/s2.png"	"stimuli/s1.png"	65	46	4	"choice"	1	0	0	0	0	0	0	2	3	0	0
3	1	"stimuli/s3.png"	"stimuli/s1.png"	78	51	14	"choice"	1	0	0	0	0.5	0	0	2	3	0	0
3	1	"stimuli/s3.png"	"stimuli/s1.png"	76	53	2	"choice"	1	0	0	0	0	0	0	2	3	0	0
3	1	"stimuli/s3.png"	"stimuli/s1.png"	91	45	3	"choice"	1	0	0	0	0	0	0	2	3	0	0
2	1	"stimuli/s2.png"	"stimuli/s1.png"	64	49	5	"choice"	1	0	0	0	0	0	0	2	3	0	0
1	3	"stimuli/s1.png"	"stimuli/s3.png"	38	82	4	"choice"	1	0	0	1	0.5	0	0	2	3	0	0
3	1	"stimuli/s3.png"	"stimuli/s1.png"	74	47	5	"forced"	0	1	0	0	0	0	0	2	3	0	0
3	2	"stimuli/s3.png"	"stimuli/s2.png"	82	71	6	"choice"	1	0	0	0	0	0	0	2	3	0	0
3	2	"stimuli/s3.png"	"stimuli/s2.png"	84	30	7	"choice"	1	0	0	0	0	0	0	2	3	1	0
3	1	"stimuli/s3.png"	"stimuli/s1.png"	83	43	6	"choice"	1	0	0	0	0	0	0	2	3	0	0
3	1	"stimuli/s3.png"	"stimuli/s1.png"	84	53	7	"choice"	1	0	0	0	0	0	0	2	3	0	0
1	3	"stimuli/s1.png"	"stimuli/s3.png"	41	85	8	"choice"	1	0	0	0	0	0	0	2	3	0	0
